proteinA_entrezid,proteinB_entrezid,databases
288,288,interactome3d|insider|instruct
9572,25852,signalink
4609,23774,qubic
815,9119,intact|hiunion
207,23241,PhosphoSP
6570,51094,bioplex
1814,4690,inweb
6570,441250,bioplex
6095,79364,pina|APID|biogrid|instruct
351,51123,innatedb
2556,8733,bioplex
351,6868,inweb
1949,5027,instruct|APID|biogrid|HINT-binary|intact|pina
351,27230,innatedb
1295,6671,instruct|hiunion|APID|biogrid|HINT-binary|intact
6570,27040,hiunion
2113,2596,signalink
23345,55763,intact
351,1072,APID|biogrid|instruct
351,51535,innatedb
4088,7099,instruct|APID|biogrid|intact|pina
815,65003,intact|hiunion
288,5339,biogrid
351,26135,innatedb|HINT-complex
207,23281,biogrid|hiunion
351,7090,innatedb
7099,25852,signalink
351,6790,innatedb|HIPPIE|HINT-complex
2066,3841,signalink
351,10168,intact
9902,81562,bioplex
2534,2571,pina|APID|intact|instruct
207,7534,PhosphoSP|innatedb|HIPPIE|KinomeNetX|inweb|HINT-complex
4535,11202,bioplex|HIPPIE
5687,7494,inweb
351,79864,innatedb
4535,4729,CoFrac
351,4350,innatedb
351,22950,innatedb
207,51608,instruct|APID|biogrid|HINT-binary|intact|mint
351,57862,innatedb
351,27037,innatedb|HIPPIE|HINT-complex
207,11124,PhosphoSP
2066,5318,signalink
351,2027,innatedb
207,27130,PhosphoSP
351,114609,instruct|APID|biogrid|HINT-binary|intact
207,3710,inweb
207,4851,instruct|APID|signalink|biogrid|HIPPIE|HINT-binary|inweb
207,10891,innatedb
207,3320,innatedb|inweb|HINT-complex
1814,84196,APID|litbm17|biogrid|inweb
351,54801,HIPPIE|HINT-complex
207,6625,KinomeNetX
5027,101060226,hiunion
7494,11236,inweb
207,6659,biogrid
351,64591,innatedb
81,815,pina|APID|biogrid|inweb
23345,23353,inweb
207,3895,pina
23774,51147,qubic|HIPPIE|HINT-binary|inweb|HINT-complex
4535,51103,HINT-binary|inweb|instruct
2596,5663,intact
207,9097,PhosphoSP
1108,23774,HIPPIE|HINT-complex
351,4599,innatedb
207,581,HINT-binary|innatedb|inweb
134,1812,inweb|HIPPIE
207,6224,KinomeNetX
351,9915,innatedb
6869,10476,bioplex
10611,22932,qubic
207,9322,KinomeNetX
3895,84062,bioplex|HIPPIE
815,25898,PhosphoSP|inweb|KinomeNetX
207,54984,KinomeNetX
207,1495,mint|APID|intact
6570,10328,bioplex|HIPPIE
3482,55690,inweb|HIPPIE
207,5586,APID|litbm17|biogrid|inweb
207,1978,APID|intact|HIPPIE
7054,22827,hiunion
23335,23774,inweb
207,5894,instruct|innatedb|APID|signalink|biogrid|HIPPIE|HINT-binary|intact|litbm17|inweb|HINT-complex
5376,6570,hiunion
7466,25844,bioplex
207,7291,PhosphoSP|KinomeNetX
2902,3265,signalink
3096,6671,hiunion
351,9479,instruct|innatedb|APID|biogrid|HINT-binary|intact|mint|litbm17|inweb|HINT-complex
4615,7099,instruct|innatedb|APID|signalink|biogrid|HINT-binary|litbm17|inweb|HINT-complex
2066,7161,signalink
6671,84708,intact|hiunion
84062,282991,HIPPIE|HINT-binary|inweb|pina|bioplex|HINT-complex
351,6382,innatedb
22941,23266,pina
351,11345,innatedb
207,79959,APID|intact|biogrid|hiunion
406,51112,hiunion
207,200576,PhosphoSP|KinomeNetX
207,7942,PhosphoSP
6310,91752,APID|intact|biogrid|instruct
351,3667,innatedb
406,4544,innatedb
2065,2066,signalink|HIPPIE|biogrid|HINT-binary|inweb
55275,84062,bioplex|HIPPIE
207,7026,bioplex
351,6171,innatedb|HIPPIE|HINT-complex
7316,9572,inweb
2556,10347,bioplex
2066,5778,mint|APID|intact|biogrid
2260,2571,bioplex
207,1487,inweb
2066,3336,intact
22839,84152,APID|biogrid|HINT-binary|intact|pina
207,4150,PhosphoSP
1740,2903,pina|APID|biogrid|inweb
288,10972,qubic
3801,84062,instruct|hiunion|APID|biogrid|HINT-binary|intact
351,51547,innatedb
7014,23345,inweb
351,7918,innatedb|HIPPIE|HINT-complex
815,5295,signalink
3084,55116,bioplex|HIPPIE
351,2078,innatedb
5443,11077,intact|hiunion
207,10980,PhosphoSP|KinomeNetX
351,7314,pina|APID|biogrid
815,8536,PhosphoSP|KinomeNetX
6616,23390,interactome3d|inweb
157,50943,signalink
3084,347734,bioplex|HIPPIE
351,9203,innatedb
351,9567,innatedb|HIPPIE|HINT-complex
351,55907,innatedb
207,23192,PhosphoSP
351,7692,intact
205,351,innatedb
2066,84955,HINT-binary
351,4738,inweb
351,1742,inweb
3697,3697,HINT-binary|instruct
320,351,interactome3d|instruct|HINT-binary|intact|inweb|HINT-complex
2706,6570,hiunion
815,84970,intact|hiunion
351,857,HIPPIE
6869,55243,bioplex
6570,55238,hiunion
6869,9950,bioplex
672,4535,APID|biogrid
551,100507436,bioplex
3630,81851,intact|hiunion
351,23542,APID|HIPPIE|inweb
351,6203,innatedb
207,54904,instruct|APID|biogrid|HINT-binary|intact|mint
2113,3084,signalink
351,1600,inweb|HINT-complex
2869,6869,inweb
351,23421,innatedb
406,8553,HINT-binary|HIPPIE|instruct
7099,54472,HINT-binary|innatedb|inweb|HIPPIE
4729,54539,bioplex
7099,8915,signalink
551,552,pina|APID|HIPPIE|inweb
3312,91752,intact
2104,5443,intact|hiunion
2904,64130,inweb
2041,5027,intact
7054,56521,bioplex
351,3033,innatedb
1139,6310,biogrid
351,9183,innatedb
291,7316,inweb|HINT-complex
351,3622,innatedb|HIPPIE|HINT-complex
351,26119,intact
351,5664,instruct|APID|biogrid|HIPPIE|HINT-binary|litbm17|inweb
2113,7099,signalink
7099,50507,instruct|innatedb|APID|HIPPIE|HINT-binary|intact|inweb|HINT-complex
351,64837,innatedb|HIPPIE|HINT-complex
351,1983,innatedb
208,351,HIPPIE
3576,6352,inweb
351,55617,innatedb
3727,9572,encode
207,598,inweb
6810,6869,bioplex
3630,55156,signalink
6570,10052,bioplex
207,51256,PhosphoSP
207,26524,biogrid
351,285172,innatedb
4535,25818,bioplex|HIPPIE
351,135644,innatedb
7054,729852,intact|hiunion
3184,3576,innatedb
2596,84548,bioplex|HIPPIE
207,5494,APID|intact|HIPPIE
207,5705,instruct|APID|biogrid|HINT-binary|intact|mint
351,53358,inweb
406,1454,instruct|APID|biogrid|HIPPIE|HINT-binary|litbm17|inweb
3630,3630,interactome3d|instruct|APID|HIPPIE|HINT-binary|intact|mint|litbm17
351,83729,bioplex
351,3320,innatedb|inweb|HIPPIE
54535,84062,instruct|hiunion|APID|biogrid|HIPPIE|HINT-binary|bioplex
478,6247,innatedb|inweb
291,1132,bioplex
9229,22941,instruct|APID|biogrid|litbm17|inweb|HINT-complex
6238,23774,qubic
7494,79139,inweb
6616,100529215,hiunion
351,55421,innatedb
55690,59341,inweb
291,140801,CoFrac
2066,5781,APID|biogrid|HIPPIE|mint|intact
207,4234,innatedb|PhosphoSP|inweb|KinomeNetX
2066,5495,mint|APID|intact|biogrid
6671,122183,biogrid|hiunion
351,160364,bioplex
3479,63978,signalink
7024,84152,instruct|hiunion|APID|biogrid|HINT-binary|intact
4535,4719,CoFrac
351,5127,innatedb
351,4155,innatedb
367,1644,APID|intact|litbm17|inweb
1463,7143,inweb
351,10645,HIPPIE|HINT-complex
351,5173,inweb
3918,84062,bioplex|HIPPIE
333,351,inweb
4535,4722,HIPPIE|inweb|bioplex|CoFrac|HINT-complex
1742,22941,instruct|inweb|HINT-complex
351,9655,innatedb|HIPPIE|HINT-complex
351,8738,innatedb
7054,8550,PhosphoSP|KinomeNetX
351,9546,instruct|APID|biogrid|litbm17|inweb|bioplex|HINT-complex
351,7325,innatedb
5295,22941,APID|intact|instruct
291,1355,APID|intact
4729,10827,intact|hiunion
207,9612,inweb
23245,23245,interactome3d|instruct
2571,6788,instruct|hiunion|APID|biogrid|HINT-binary|intact
4654,6095,inweb|HIPPIE
10476,23774,intact
2885,22941,pina|APID|intact|instruct
351,8774,pina|APID|biogrid
7099,7100,innatedb
81562,84894,bioplex
351,154796,innatedb
2043,9572,intact
288,3746,inweb
567,3630,APID|intact
5144,10611,qubic
207,7247,KinomeNetX
351,28986,innatedb
351,64981,innatedb|HIPPIE|HINT-complex
4609,9572,encode|signalink
157,1879,encode
10611,79873,qubic
9463,23774,intact|hiunion
9572,10477,signalink
7112,23774,qubic
207,26284,KinomeNetX
3084,22859,bioplex|HIPPIE
815,114823,intact|hiunion
351,7078,bioplex
815,7054,PhosphoSP|KinomeNetX
351,2971,intact
2904,5071,instruct|APID|HIPPIE|intact|litbm17|inweb|HINT-complex
207,3300,KinomeNetX
351,6660,innatedb
351,10140,innatedb
207,7074,PhosphoSP
1610,1610,HINT-binary|interactome3d|insider|instruct
207,9846,PhosphoSP|innatedb|signalink|KinomeNetX|inweb
3576,3576,interactome3d|instruct|innatedb|APID|biogrid|HIPPIE|HINT-binary|insider|litbm17|HINT-complex
351,10492,HIPPIE|HINT-complex
84062,91949,bioplex|HIPPIE
351,160777,innatedb|HIPPIE|HINT-complex
5020,60491,bioplex
1385,8357,HIPPIE
1385,6348,innatedb
4882,54862,KinomeNetX
5021,7102,mint|intact
1385,8850,innatedb
6303,7004,intact|hiunion
1385,8030,inweb
1385,9457,APID|biogrid|HIPPIE|litbm17|inweb|pina
1401,5802,bioplex
3958,5243,bioplex|HIPPIE
1051,1401,innatedb
1385,1749,innatedb
421,4306,signalink
814,1385,PhosphoSP|KinomeNetX
6303,7157,instruct|APID|biogrid|HIPPIE|HINT-binary|intact|pina
1401,80781,bioplex
1385,5451,inweb
1385,3266,innatedb
5243,84708,pina|APID|biogrid
3351,30835,bioplex|HIPPIE
1385,9892,innatedb
1385,4654,inweb
4306,5910,signalink
1385,55526,innatedb
1385,25924,innatedb
1385,168374,pina|APID|biogrid|instruct
4224,4852,inweb
1385,6928,pina|APID|biogrid|inweb
1401,8703,bioplex
1385,7316,inweb
5021,26999,mint|intact
1385,3122,innatedb
1410,54862,bioplex|HIPPIE
9568,115207,inweb
1401,2335,inweb
983,1385,PhosphoSP
1401,10220,bioplex
1385,342926,innatedb
491,4129,bioplex
1385,2113,innatedb|signalink
5243,5578,PhosphoSP|KinomeNetX
1401,23670,bioplex
1401,375790,bioplex
5581,6530,PhosphoSP|KinomeNetX
1385,51147,innatedb
1385,7187,inweb
3240,6907,APID|intact|biogrid|instruct
1385,283629,PhosphoSP|instruct|APID|biogrid|HIPPIE|KinomeNetX|HINT-binary|intact|litbm17|inweb
975,5021,mint|intact
8798,54862,KinomeNetX
1385,9589,innatedb
1385,7329,instruct|APID|biogrid|HINT-binary|intact
6303,51669,instruct|APID|biogrid|HINT-binary|intact
4306,219681,signalink
5021,10664,encode
4045,257194,pina|APID|intact|litbm17
4129,57414,hiunion
1401,9349,bioplex
333,6303,instruct|APID|biogrid|HINT-binary|intact|pina
1649,9568,APID|litbm17|biogrid
6176,6303,instruct|APID|biogrid|HINT-binary|intact|pina
4306,5705,APID|biogrid|instruct
1394,1394,insider|instruct
1385,10346,pina|APID|biogrid|instruct
2740,9568,pina|APID|litbm17|biogrid
1385,8061,inweb
1385,9790,innatedb
1385,23178,mint|APID|intact|litbm17
6303,29057,biogrid|hiunion
4306,10567,instruct|APID|biogrid|HINT-binary|intact|pina
1385,146956,innatedb
25,1385,inweb
1401,3913,bioplex
712,1401,inweb
2271,6303,intact|hiunion
1385,9878,instruct|APID|biogrid|HINT-binary|intact|pina
3836,4306,signalink
3240,7052,instruct|APID|biogrid|intact|pina
4306,8850,inweb
1385,1387,interactome3d|instruct|APID|biogrid|HINT-binary|insider|litbm17|inweb|HINT-complex
5243,7318,inweb
1385,8968,inweb|HIPPIE|HINT-complex
2259,4129,hiunion
1385,57863,innatedb
1392,6237,bioplex
1385,3066,pina|inweb|HIPPIE|HINT-complex
3308,4306,HIPPIE
1385,1499,inweb|HIPPIE|HINT-complex
466,1385,APID|intact|signalink|HIPPIE
1268,2770,interactome3d|inweb|instruct
6505,54862,bioplex
3240,81609,bioplex
1385,8355,HIPPIE
1385,83990,innatedb
6303,116236,intact|hiunion
5021,284361,mint|intact
6303,65005,instruct|hiunion|APID|biogrid|HINT-binary|intact|pina
11140,54862,instruct|APID|biogrid|mint|intact|pina
5764,6303,instruct|APID|biogrid|HIPPIE|HINT-binary|intact
1385,6874,inweb
1401,8614,bioplex
1636,1636,HINT-binary|insider|instruct
5243,22919,APID|biogrid|inweb
1385,10569,innatedb
1385,10873,innatedb
2623,3952,signalink
3216,6303,instruct|hiunion|APID|biogrid|HINT-binary|intact|pina
1401,9394,bioplex
2648,4306,innatedb
1385,53916,innatedb
1803,4852,inweb
1385,4204,inweb
1385,64386,innatedb
1385,2624,signalink
1385,2957,instruct|APID|biogrid|HINT-binary|intact|pina
1937,6303,instruct|APID|biogrid|HINT-binary|intact|pina
4306,5978,signalink
1072,7166,intact
1455,54862,KinomeNetX
3320,4306,HIPPIE
367,1385,signalink
945,3952,innatedb|APID|intact
7166,7534,inweb
6303,22980,instruct|hiunion|APID|biogrid|HIPPIE|HINT-binary|intact|mint|inweb|pina
2033,4306,innatedb|inweb
2191,4852,inweb
1385,5915,signalink
1385,8480,innatedb
23586,54862,innatedb
1394,5566,PhosphoSP|KinomeNetX
6303,60491,instruct|hiunion|APID|biogrid|HINT-binary|intact|pina
1385,8356,HIPPIE
1392,3881,instruct|hiunion|APID|biogrid|HINT-binary|intact
1385,8358,HIPPIE
3151,27445,intact
6303,10980,instruct|APID|biogrid|HINT-binary|intact|pina
88,3351,intact|hiunion
1385,8354,HIPPIE
1385,80173,bioplex
5021,23764,signalink
6182,6303,intact|hiunion
1385,28996,PhosphoSP|KinomeNetX
1052,1385,innatedb
1385,1390,inweb|HIPPIE
6303,57562,instruct|APID|biogrid|HINT-binary|intact|pina
4035,54862,pina|APID|biogrid
1385,7584,pina|APID|biogrid|instruct
1401,8220,instruct|APID|biogrid|intact|pina
1394,2778,inweb
54862,128866,instruct|qubic|APID|HIPPIE|HINT-binary|intact|litbm17
1401,2746,instruct|APID|biogrid|intact|pina
1385,10295,innatedb
1385,1457,PhosphoSP|KinomeNetX
10211,27445,intact
1385,94103,innatedb
4306,6714,pina|inweb|HIPPIE|instruct
4306,10499,inweb
1385,1958,innatedb
4852,7376,instruct|hiunion|APID|biogrid|HIPPIE|HINT-binary|intact|litbm17|pina
1385,5321,innatedb
5021,6642,innatedb
7166,55388,bioplex
2869,5021,inweb
6303,10212,instruct|hiunion|APID|biogrid|HINT-binary|intact
1385,4089,signalink
4306,9576,signalink
1392,83900,intact|hiunion
1385,10943,innatedb
3726,6303,instruct|APID|biogrid|intact|pina
1385,55176,innatedb
1385,8347,innatedb
4129,6732,instruct|APID|biogrid|HINT-binary|intact|pina
1385,8444,KinomeNetX
5021,22933,mint|intact
6303,51204,instruct|hiunion|APID|biogrid|HINT-binary|intact|pina
6303,11244,instruct|APID|biogrid|HIPPIE|HINT-binary|intact
1385,57679,innatedb
624,1636,APID|biogrid|HIPPIE|litbm17|inweb
1385,1616,APID|biogrid|litbm17|inweb|pina
1385,2011,KinomeNetX
405,3952,signalink
1191,3952,inweb
1385,3397,innatedb
1385,6197,PhosphoSP|signalink|HIPPIE|KinomeNetX
29082,54862,APID|intact|biogrid
166,6303,intact|hiunion
9568,29956,pina|APID|intact
1559,1565,inweb
5682,6303,intact|hiunion
2885,3240,instruct|APID|biogrid|intact|pina
1385,11141,innatedb
1385,1630,innatedb
3240,9507,APID
1528,1565,inweb
3315,6303,APID|litbm17|biogrid
1385,5861,instruct|APID|biogrid|HINT-binary|intact
1385,10973,innatedb
1385,2353,innatedb
5020,6464,bioplex
5021,63978,signalink
1385,1432,signalink|HIPPIE|KinomeNetX
5243,55353,inweb
3240,10912,instruct|APID|biogrid|intact|pina
1385,147807,innatedb
3952,11077,intact|hiunion
1385,8353,HIPPIE
6303,727866,instruct|hiunion|APID|HINT-binary|intact
2051,6303,instruct|APID|biogrid|HINT-binary|intact|pina
1385,1452,PhosphoSP|KinomeNetX
3351,4188,instruct|hiunion|APID|biogrid|HIPPIE|HINT-binary|intact
1401,5594,APID|intact|biogrid|instruct
1401,8338,inweb
1385,6597,inweb|HINT-complex
3326,4306,instruct|APID|intact|inweb|pina
3240,5309,innatedb
1385,133383,innatedb
1401,55342,bioplex
1385,4783,APID|bioplex|intact|HIPPIE
4306,63978,signalink
348,3240,APID|mint|intact|litbm17|inweb
1385,4088,signalink
1385,1810,CoFrac
1385,8350,HIPPIE
6303,84060,instruct|APID|biogrid|HINT-binary|intact|pina
3240,8626,APID|intact|biogrid|instruct
1385,2764,innatedb
6303,8022,hiunion
2634,6303,instruct|APID|biogrid|HINT-binary|intact
4306,5318,signalink
6303,112483,instruct|hiunion|APID|biogrid|HINT-binary|intact|pina
1385,8554,instruct|APID|biogrid|HINT-binary|intact|pina
1385,4043,innatedb
1385,84148,innatedb
1401,54928,bioplex
3159,27445,intact
1385,80818,pina|APID|biogrid|instruct
1385,5743,innatedb
1394,1739,intact
1385,5990,innatedb
1385,2494,APID|biogrid|litbm17|inweb|pina
135,1268,APID|intact|inweb
1385,6847,bioplex
7166,9051,intact|hiunion
5243,56647,instruct|APID|biogrid|HINT-binary|intact
1457,1636,PhosphoSP|inweb|KinomeNetX
1385,4929,innatedb|inweb
1385,5122,signalink
1401,7078,bioplex
1394,7349,inweb|HIPPIE|HINT-complex
6303,9112,instruct|hiunion|APID|biogrid|HINT-binary|intact
1385,81559,bioplex
1385,3232,innatedb
3043,3240,interactome3d|inweb|instruct
4734,5243,inweb
1385,11140,innatedb
1401,6484,bioplex
6303,83878,intact|hiunion
4306,7329,pina|APID|biogrid|inweb
1385,3239,innatedb
1499,4306,signalink
1385,6446,PhosphoSP|inweb|KinomeNetX
54862,92421,pina|APID|intact|biogrid
1385,10522,inweb
1401,11098,bioplex
3240,10319,instruct|APID|biogrid|intact|pina
5020,51473,hiunion
6303,11194,instruct|APID|biogrid|HINT-binary|intact
1385,8352,HIPPIE
7166,55159,bioplex
6303,10399,inweb
5021,25844,mint|intact
2775,3351,interactome3d
1401,23542,instruct|APID|biogrid|HINT-binary|intact
6303,55199,instruct|hiunion|APID|biogrid|HINT-binary|intact
1385,9638,bioplex
1385,56302,bioplex|HIPPIE
1385,5499,inweb
1401,2131,bioplex
770,1401,bioplex
468,9568,pina|APID|HIPPIE|inweb
1385,4287,inweb
6303,54535,instruct|hiunion|APID|biogrid|HINT-binary
1385,23005,innatedb
4306,93436,signalink
54862,64135,innatedb
6303,65991,instruct|APID|biogrid|HINT-binary|intact|pina
1392,1394,interactome3d|APID|HIPPIE|intact|inweb|HINT-complex
1385,6195,PhosphoSP|signalink|HIPPIE|KinomeNetX|inweb
3161,5243,intact
1385,1386,HINT-binary|innatedb
1385,4772,HIPPIE
3240,5930,instruct|APID|biogrid|intact|pina
1385,8727,innatedb
1385,7528,APID|inweb|biogrid|HIPPIE
1385,84699,APID|intact
6303,246176,intact|hiunion
6303,8703,instruct|APID|biogrid|HINT-binary|intact
1385,66035,innatedb
1557,5447,inweb|HIPPIE|HINT-complex
1385,11016,CoFrac
4306,8805,inweb|HIPPIE|HINT-complex
1385,57508,innatedb
1385,22823,pina|APID|biogrid|instruct
1385,7373,innatedb
1385,166968,innatedb
9568,160622,pina|APID
6457,9568,instruct|APID|biogrid|HIPPIE|HINT-binary|intact|pina
1385,2963,HIPPIE
1385,30818,inweb|HIPPIE
2624,3952,signalink
2661,6303,instruct|APID|biogrid|HINT-binary|intact
1027,1385,innatedb
1385,85416,innatedb
6530,9463,APID|mint|intact|litbm17|inweb|pina
1385,4211,HINT-binary|innatedb|inweb|HIPPIE
1385,55454,bioplex
1392,388677,intact|hiunion
1385,2274,pina|APID|litbm17|biogrid
1401,6710,bioplex
1401,29926,instruct|hiunion|APID|biogrid|HINT-binary|intact
6303,54913,intact|hiunion
4306,79637,signalink
1385,11244,instruct|APID|biogrid|HINT-binary|intact
1385,55799,innatedb
6303,8525,instruct|APID|biogrid|HINT-binary|intact
4306,8204,inweb
3091,3952,innatedb
1876,54862,encode
1385,54778,instruct|APID|biogrid|HINT-binary|intact|pina
4306,5629,pina|APID|biogrid|instruct
325,1401,inweb|HIPPIE
367,5021,signalink
1401,79937,bioplex
1385,2177,innatedb
3240,64794,bioplex
1385,3065,inweb|HIPPIE|HINT-complex
540,3240,pina|APID|biogrid|inweb
1385,6351,innatedb
1869,54862,encode
6303,84708,instruct|hiunion|APID|biogrid|HIPPIE|HINT-binary|intact
6303,10524,instruct|APID|biogrid|HINT-binary|intact
6303,339344,intact|hiunion
4852,51738,HIPPIE
1385,4253,bioplex
1385,6648,innatedb
1326,1385,PhosphoSP|KinomeNetX
929,1385,innatedb
1385,727897,innatedb
3351,10664,encode
6303,148223,instruct|hiunion|APID|biogrid|HINT-binary|intact
4852,7917,instruct|APID|biogrid|intact|pina
1392,81850,hiunion
1401,3309,intact
1385,22926,instruct|APID|biogrid|HINT-binary|intact
1401,3024,inweb
9554,27445,intact
1401,2212,inweb|HIPPIE
1385,11161,instruct|APID|biogrid|HINT-binary|intact|pina
1385,200186,interactome3d|intact|hiunion
4905,9568,APID|mint|intact|litbm17|inweb|pina
3240,5597,bioplex
1401,3516,innatedb
6303,130940,instruct|hiunion|APID|biogrid|HIPPIE|HINT-binary|intact|pina
1401,130507,bioplex
1385,5587,PhosphoSP|KinomeNetX
5966,6303,instruct|hiunion|APID|biogrid|HINT-binary|intact
1385,11019,innatedb
6303,23549,instruct|hiunion|APID|biogrid|HINT-binary|intact|pina
4129,4801,instruct|APID|biogrid|HINT-binary|intact
1385,7431,instruct|APID|biogrid|HINT-binary|intact|pina
1557,1557,insider|instruct
1385,55869,inweb
1401,284217,bioplex
4306,11187,signalink
1401,1499,innatedb
4306,8648,interactome3d|instruct|APID|biogrid|HIPPIE|HINT-binary|litbm17|inweb
6303,125476,instruct|APID|biogrid|HINT-binary|intact|pina
5970,6303,instruct|APID|biogrid|HINT-binary|intact
3172,3240,encode
4306,55156,signalink
1385,146562,bioplex
1385,4303,signalink
5243,79109,instruct|APID|biogrid|HINT-binary|intact
1385,3558,innatedb
4306,10728,inweb
3091,6303,inweb
4306,150709,signalink
5021,55870,mint|intact
1385,3725,innatedb|signalink|HIPPIE|HINT-binary|inweb
1385,23373,instruct|hiunion|APID|biogrid|HINT-binary|intact|inweb
1385,284656,innatedb
1385,4261,innatedb
4129,4129,HINT-binary|interactome3d|insider|instruct
6530,6622,inweb|HIPPIE|HINT-complex
1052,3952,innatedb
1385,5515,innatedb
23043,27445,intact
1385,5581,PhosphoSP|KinomeNetX
1385,55729,instruct|APID|biogrid|intact|pina
26059,27445,inweb
1401,64146,bioplex
1385,151254,innatedb
6303,117246,instruct|hiunion|APID|biogrid|HINT-binary|intact|pina
1385,158358,instruct|APID|biogrid|HINT-binary|intact
4306,6256,APID|intact|biogrid|instruct
4904,5021,signalink
3739,6303,instruct|hiunion|APID|biogrid|HINT-binary|intact
5243,5292,inweb
6303,6303,interactome3d|instruct|hiunion|APID|biogrid|HIPPIE|HINT-binary|intact|insider
6303,11135,hiunion
2288,4306,HIPPIE
6303,51631,instruct|APID|biogrid|HINT-binary|intact|pina
1401,10153,innatedb
472,1385,inweb|PhosphoSP|HIPPIE|KinomeNetX
1385,80000,innatedb
1616,4306,APID|biogrid
1385,3811,innatedb
3064,7166,HIPPIE
5021,9737,innatedb
1401,8509,bioplex
1385,51264,innatedb
479,4852,instruct|APID|biogrid|HINT-binary|intact|pina
7166,26003,intact|hiunion
1385,4609,signalink|inweb
1051,5243,inweb
5243,201456,inweb
3240,9961,instruct|APID|biogrid|intact|pina
4306,25852,signalink
1385,9063,intact|hiunion
1052,1401,innatedb
1385,64784,innatedb
409,5021,signalink
5021,6624,mint|intact
2624,5021,signalink
6303,7135,intact|hiunion
1268,2771,inweb
4129,27101,instruct
6303,22929,instruct|APID|biogrid|HINT-binary|intact|pina
1636,10664,encode
1401,2220,innatedb|inweb
6303,10813,instruct|APID|biogrid|HINT-binary|intact|pina
1401,51121,bioplex
1385,4800,inweb
1401,5595,instruct|APID|biogrid|intact|pina
1385,2736,inweb
10099,54862,bioplex|HIPPIE
1385,4094,innatedb
1385,23512,pina|APID|biogrid|instruct
1385,3064,innatedb|inweb|HIPPIE
1385,5203,bioplex
335,3240,APID|HIPPIE|intact|mint|litbm17|inweb
9815,27445,pina|APID|biogrid|inweb
4306,50943,signalink
1401,2204,innatedb
896,1385,innatedb
4306,11124,APID|biogrid
5021,93343,mint|intact
1385,5366,innatedb
1385,84083,innatedb
1401,6625,inweb
1385,2033,instruct|innatedb|APID|biogrid|HINT-binary|litbm17|inweb|HINT-complex
